Date,IP,PROTAC,WARHEAD,LINKER,LIGASE
2026-02-10_22-23-53,127.0.0.1,COC(=O)N[C@H](C(=O)NN(CC1=CC=C(C2=CC=CC=N2)C=C1)C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)OCC1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O)C(C)(C)C)C(C)(C)C,[1*]OC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C2=CC=CC=N2)C=C1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,[1*]C[2*],[2*]C1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O
2026-02-10_22-54-04,127.0.0.1,COC(=O)N[C@H](C(=O)NN(CC1=CC=C(C2=CC=CC=N2)C=C1)C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)OCC1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O)C(C)(C)C)C(C)(C)C,[1*]OC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C2=CC=CC=N2)C=C1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,[1*]C[2*],[2*]C1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O
2026-02-10_23-01-31,127.0.0.1,COC(=O)N[C@H](C(=O)NN(CC1=CC=C(C2=CC=CC=N2)C=C1)C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)OCC1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O)C(C)(C)C)C(C)(C)C,[1*]OC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C2=CC=CC=N2)C=C1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,[1*]C[2*],[2*]C1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O
2026-02-10_23-09-00,127.0.0.1,COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C2=CC=CC=N2)C=C1)NC(=O)[C@@H](NC(=O)OCC1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O)C(C)(C)C)C(C)(C)C,[1*]OC(=O)N[C@H](C(=O)NN(CC1=CC=C(C2=CC=CC=N2)C=C1)C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,[1*]C[2*],[2*]C1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O
2026-02-10_23-10-28,127.0.0.1,COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C2=CC=CC=N2)C=C1)NC(=O)[C@@H](NC(=O)OCC1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O)C(C)(C)C)C(C)(C)C,[1*]OC(=O)N[C@H](C(=O)NN(CC1=CC=C(C2=CC=CC=N2)C=C1)C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,[1*]C[2*],[2*]C1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O
2026-02-10_23-18-25,127.0.0.1,COC(=O)N[C@H](C(=O)NN(CC1=CC=C(C2=CC=CC=N2)C=C1)C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)OCC1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O)C(C)(C)C)C(C)(C)C,[1*]OC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C2=CC=CC=N2)C=C1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,[1*]C[2*],[2*]C1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O
2026-02-10_23-26-44,127.0.0.1,COC(=O)N[C@H](C(=O)NN(CC1=CC=C(C2=CC=CC=N2)C=C1)C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)OCC1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O)C(C)(C)C)C(C)(C)C,[1*]OC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C2=CC=CC=N2)C=C1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,[1*]C[2*],[2*]C1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O
2026-02-10_23-29-09,127.0.0.1,COC(=O)N[C@H](C(=O)NN(CC1=CC=C(C2=CC=CC=N2)C=C1)C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)OCC1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O)C(C)(C)C)C(C)(C)C,[1*]OC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C2=CC=CC=N2)C=C1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,[1*]C[2*],[2*]C1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O
2026-02-10_23-33-23,127.0.0.1,COC(=O)N[C@H](C(=O)NN(CC1=CC=C(C2=CC=CC=N2)C=C1)C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)OCC1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O)C(C)(C)C)C(C)(C)C,[1*]OC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C2=CC=CC=N2)C=C1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,[1*]C[2*],[2*]C1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O
2026-02-10_23-34-29,127.0.0.1,COC(=O)N[C@H](C(=O)NN(CC1=CC=C(C2=CC=CC=N2)C=C1)C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)OCC1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O)C(C)(C)C)C(C)(C)C,[1*]OC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C2=CC=CC=N2)C=C1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,[1*]C[2*],[2*]C1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O
2026-02-10_23-36-11,127.0.0.1,COC(=O)N[C@H](C(=O)NN(CC1=CC=C(C2=CC=CC=N2)C=C1)C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)OCC1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O)C(C)(C)C)C(C)(C)C,[1*]OC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C2=CC=CC=N2)C=C1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,[1*]C[2*],[2*]C1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O
2026-02-11_00-11-08,127.0.0.1,COC(=O)N[C@H](C(=O)NN(CC1=CC=C(C2=CC=CC=N2)C=C1)C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)OCC1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O)C(C)(C)C)C(C)(C)C,[1*]OC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C2=CC=CC=N2)C=C1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,[1*]C[2*],[2*]C1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O
2026-02-11_00-14-50,127.0.0.1,COC(=O)N[C@H](C(=O)NN(CC1=CC=C(C2=CC=CC=N2)C=C1)C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)OCC1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O)C(C)(C)C)C(C)(C)C,[1*]OC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C2=CC=CC=N2)C=C1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,[1*]C[2*],[2*]C1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O
2026-02-11_00-32-27,127.0.0.1,COC(=O)N[C@H](C(=O)NN(CC1=CC=C(C2=CC=CC=N2)C=C1)C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)OCC1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O)C(C)(C)C)C(C)(C)C,[1*]OC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C2=CC=CC=N2)C=C1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,[1*]C[2*],[2*]C1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O
2026-02-11_00-35-02,127.0.0.1,COC(=O)N[C@H](C(=O)NN(CC1=CC=C(C2=CC=CC=N2)C=C1)C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)OCC1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O)C(C)(C)C)C(C)(C)C,[1*]OC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C2=CC=CC=N2)C=C1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,[1*]C[2*],[2*]C1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O
2026-02-11_00-35-52,127.0.0.1,COC(=O)N[C@H](C(=O)NN(CC1=CC=C(C2=CC=CC=N2)C=C1)C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)OCC1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O)C(C)(C)C)C(C)(C)C,[1*]OC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C2=CC=CC=N2)C=C1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,[1*]C[2*],[2*]C1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O
2026-02-11_00-50-25,127.0.0.1,COC(=O)N[C@H](C(=O)NN(CC1=CC=C(C2=CC=CC=N2)C=C1)C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)OCC1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O)C(C)(C)C)C(C)(C)C,[1*]OC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C2=CC=CC=N2)C=C1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,[1*]C[2*],[2*]C1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O
2026-02-11_00-56-56,127.0.0.1,COC(=O)N[C@H](C(=O)NN(CC1=CC=C(C2=CC=CC=N2)C=C1)C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)OCC1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O)C(C)(C)C)C(C)(C)C,[1*]OC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C2=CC=CC=N2)C=C1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,[1*]C[2*],[2*]C1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O
2026-02-11_00-57-55,127.0.0.1,COC(=O)N[C@H](C(=O)NN(CC1=CC=C(C2=CC=CC=N2)C=C1)C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)OCC1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O)C(C)(C)C)C(C)(C)C,[1*]OC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C2=CC=CC=N2)C=C1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,[1*]C[2*],[2*]C1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O
2026-02-11_01-07-30,127.0.0.1,COC(=O)N[C@H](C(=O)NN(CC1=CC=C(C2=CC=CC=N2)C=C1)C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)OCC1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O)C(C)(C)C)C(C)(C)C,[1*]OC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C2=CC=CC=N2)C=C1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,[1*]C[2*],[2*]C1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O
2026-02-11_01-09-51,127.0.0.1,COC(=O)N[C@H](C(=O)NN(CC1=CC=C(C2=CC=CC=N2)C=C1)C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)OCC1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O)C(C)(C)C)C(C)(C)C,[1*]OC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C2=CC=CC=N2)C=C1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,[1*]C[2*],[2*]C1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O
2026-02-11_02-56-49,127.0.0.1,[H]C1=C([H])C(N([H])([H])CC#CC2=CN(CCC3CCN(C[C@H]4CCCN4C(=O)C4=CC=C(C5=NC(NCC6=C(Cl)C=CC=C6Cl)=C(N)N=C5)C=C4)C3)N=C2)=C2C(=O)N([C@]3([H])C(=O)N([H])C(=O)C([H])([H])C3([H])[H])C(=O)C2=C1[H],[1*]CC1CCN(C[C@H]2CCCN2C(=O)C2=CC=C(C3=NC(NCC4=C(Cl)C=CC=C4Cl)=C(N)N=C3)C=C2)C1,[1*]CN1C=C(C#CC[2*])C=N1,[2*]N([H])([H])C1=C2C(=O)N([C@]3([H])C(=O)N([H])C(=O)C([H])([H])C3([H])[H])C(=O)C2=C([H])C([H])=C1[H]
2026-02-11_17-47-13,127.0.0.1,COC(=O)N[C@H](C(=O)NN(CC1=CC=C(C2=CC=CC=N2)C=C1)C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)N1CC(N2CC3(CN(C(=O)NC4=CC=CC5=C4CN([C@H]4CCC(=O)NC4=O)C5=O)C3)C2)C1)C(C)(C)C)C(C)(C)C,[1*]C(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C2=CC=CC=N2)C=C1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,[1*]N1CC(N2CC3(CN(C([2*])=O)C3)C2)C1,[2*]NC1=CC=CC2=C1CN([C@H]1CCC(=O)NC1=O)C2=O
2026-02-11_18-22-07,127.0.0.1,CCCCNC1=C2C(=O)N([C@H]3CCC(=O)NC3=O)C(=O)C2=CC=C1,[1*]CC,[1*]CC[2*],[2*]NC1=C2C(=O)N([C@H]3CCC(=O)NC3=O)C(=O)C2=CC=C1
2026-04-07_17-33-58,127.0.0.1,CC1=C(CCN2CCC3(CC2)CCN(C[C@H](N)C(=O)N[C@@H]2C(=O)N4[C@@H](CC[C@@H]2CO)CC[C@H]4C(=O)NC(C2=CC=CC=C2)C2=CC=CC=C2)CC3)SC([C@@H](NC(=O)C(=O)NC2=CC=C(Cl)C=C2)[C@@H]2CCCCN2)=N1,[1*]CCC1=C(C)N=C([C@@H](NC(=O)C(=O)NC2=CC=C(Cl)C=C2)[C@@H]2CCCCN2)S1,[1*]N1CCC2(CC1)CCN([2*])CC2,[2*]C[C@H](N)C(=O)N[C@@H]1C(=O)N2[C@@H](CC[C@@H]1CO)CC[C@H]2C(=O)NC(C1=CC=CC=C1)C1=CC=CC=C1
2026-04-21_18-34-44,127.0.0.1,O=C1CCC(N2C(=O)C3=CC=CC(NC(=O)NCCCCCCCCCCCC(=O)N4CCN(C(=O)C5=CC(CC6=NNC(=O)C7=C6C=CC=C7)=CC=C5F)CC4)=C3C2=O)C(=O)N1,[1*]CC(=O)N1CCN(C(=O)C2=CC(CC3=NNC(=O)C4=C3C=CC=C4)=CC=C2F)CC1,[1*]CCCCCCCCCCNC([2*])=O,[2*]NC1=C2C(=O)N(C3CCC(=O)NC3=O)C(=O)C2=CC=C1
2026-04-28_14-19-19,127.0.0.1,CC1=C(C2=CN=CS2)C=CC(C(NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)CC(C)(C)C)C(=O)NC2=CC=CC3=C2C(=O)N([C@H]2CCC(=O)NC2=O)C3=O)=C1,[1*]NC1=CC=CC2=C1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O,[1*]C([2*])=O,[2*]C(NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)CC(C)(C)C)C1=CC(C)=C(C2=CN=CS2)C=C1
2026-04-29_09-06-19,127.0.0.1,NC1=C(C2CCC2N(CC2=CC=CC=C2CCCC(O)=N[C@@H](C(=O)O)C2=CC=C(F)C=C2)CC2CCNCC2)C=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,[1*]C1=CC=CC=C1CCCC(O)=N[C@@H](C(=O)O)C1=CC=C(F)C=C1,[1*]CN(CC1CCNCC1)C1CCC1[2*],[2*]C1=C(N)C2=C(C=C1)C(=O)N(C1CCC(=O)NC1=O)C2=O
2026-05-19_09-15-11,127.0.0.1,CC(C)(C)C[C@@H]1N[C@@H](C(=O)NC2=CC=C(C(N)=O)C=C2OCC2=CC=C(C(=O)CC3=CC(Cl)=C(Cl)C=C3)C=C2)[C@H](C2=CC=CC(Cl)=C2F)[C@]12C(=O)NC1=C2SC(Cl)=C1,[1*]C(=O)CC1=CC(Cl)=C(Cl)C=C1,[1*]C1=CC=C(C[2*])C=C1,[2*]OC1=CC(C(N)=O)=CC=C1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@@]2(C(=O)NC3=C2SC(Cl)=C3)[C@H]1C1=CC=CC(Cl)=C1F
2026-05-21_10-53-57,192.168.1.154,COC(=O)N[C@H](C(=O)NN(Cc1ccc(-c2ccccn2)cc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNc1cccc2c1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O)C(C)(C)C)C(C)(C)C,[1*]OC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,[1*]C(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C[2*],[2*]Nc1cccc2c1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O
